,entities,labels
76937,Electrophoresis urine NOS normal,10046637
76938,Urine electrophoresis normal,10046637
76939,Electroretinogram,10059661
76940,Non-dilating digital retinogram,10059661
76941,Retinal photography,10059661
76942,Retinogram,10059661
76943,Electroretinogram abnormal,10059663
76944,Electroretinogram a-wave amplitude decreased,10059663
76945,Electroretinogram b-wave amplitude decreased,10059663
76946,Retinal photography abnormal,10059663
76947,Retinogram abnormal,10059663
76948,Electroretinogram normal,10059662
76949,Retinal photography normal,10059662
76950,Retinogram normal,10059662
76951,Elevated IGF,10059596
76952,Elevated IGF-1,10059596
76953,Elevated insulin-like growth factor I,10059596
76954,Elevated insulin-like growth factor II,10059596
76955,Insulin-like growth factor binding protein 3 increased,10059596
76956,Insulin-like growth factor increased,10059596
76957,Elevated prostate specific antigen [PSA],10036975
76958,Prostate specific antigen increased,10036975
76959,Prostatic specific antigen incr,10036975
76960,Prostatic specific antigen increase,10036975
76961,Prostatic specific antigen increased,10036975
76962,PSA increased,10036975
76963,Elevated venous pressure during dialysis,10070476
76964,Haemodialysis complication,10070476
76965,Haemodialysis-induced symptom,10070476
76966,Hemodialysis complication,10070476
76967,Hemodialysis-induced symptom,10070476
76968,Inadequate haemodialysis blood flow,10070476
76969,Inadequate hemodialysis blood flow,10070476
76970,Elevation in serum phospholipid,10024592
76971,Lipids blood increased,10024592
76972,Lipids increased,10024592
76973,Lipids NOS high,10024592
76974,Lipids NOS increased,10024592
76975,Lipids serum increased,10024592
76976,Phospholipid increased,10024592
76977,Raised serum lipid levels,10024592
76978,Elliptocytes present,10062055
76979,Red blood cell elliptocytes present,10062055
76980,Red blood cell elliptocytosis present,10062055
76981,Elschnig's bodies,10051243
76982,Emergency care examination,10053069
76983,Emergency care examination abnormal,10056846
76984,Emergency care examination normal,10056845
76985,Emesis occult blood positive,10067855
76986,Gastric occult blood positive,10067855
76987,Empedobacter brevis infection,10052175
76988,Empedobacter brevis test positive,10069964
76989,Empedobacter test positive,10069964
76990,End stage AIDS,10049076
76991,Endobronchial ultrasound,10071063
76992,Endocrine function test,10059689
76993,Endocrine test,10059689
76994,Endocrine function test NOS abnormal,10059701
76995,Endocrine test abnormal,10059701
76996,Nonspecific abnormal results of other endocrine function study,10059701
76997,Endocrine function test NOS normal,10059700
76998,Endocrine test normal,10059700
76999,Endocrine system examination,10085389
77000,Endoscopic retrograde cholangiopancreatography abnormal,10014803
77001,Endoscopic retrograde cholangiopancreatography normal,10014804
77002,Endoscopic swallowing evaluation,10076372
77003,Endoscopic swallowing evaluation abnormal,10076371
77004,Endoscopic ultrasound,10067016
77005,Endoscopic ultrasound abnormal,10067020
77006,Endoscopic ultrasound normal,10067021
77007,Endoscopy,10014805
77008,Endoscopy NOS,10014805
77009,Endoscopy abnormal,10061838
77010,Endoscopy NOS abnormal,10061838
77011,Endoscopy gastrointestinal,10014809
77012,Endoscopy intestinal,10014809
77013,Endoscopy gastrointestinal abnormal,10061860
77014,Endoscopy gastrointestinal normal,10061861
77015,Endoscopy normal,10061840
77016,Endoscopy NOS normal,10061840
77017,Endoscopy small intestine abnormal,10014817
77018,Ileoscopy abnormal,10014817
77019,Small intestinal endoscopy abnormal,10014817
77020,Endoscopy small intestine normal,10014818
77021,Ileoscopy normal,10014818
77022,Small intestinal endoscopy normal,10014818
77023,Endoscopy upper gastrointestinal tract,10014819
77024,Fibrogastroscopy,10014819
77025,Gastroscopy,10014819
77026,Upper gastrointestinal tract endoscopy,10014819
77027,Endoscopy upper gastrointestinal tract abnormal,10014820
77028,Gastroscopy abnormal,10014820
77029,Upper gastrointestinal tract endoscopy abnormal,10014820
77030,Endoscopy upper gastrointestinal tract normal,10014821
77031,Upper gastrointestinal tract endoscopy normal,10014821
77032,Endothelin,10053401
77033,Endothelin abnormal,10053403
77034,Endothelin decreased,10053402
77035,Endothelin increased,10053400
77036,Endothelin normal,10053404
77037,Endotoxaemia,10067410
77038,Endotoxemia,10067410
77039,Endovaginal sonography,10045438
77040,Transvaginal ultrasound scan,10045438
77041,Ultrasound scan vagina,10045438
77042,End-tidal CO2,10072374
77043,End-tidal CO2 abnormal,10067663
77044,End-tidal CO2 decreased,10067665
77045,End-tidal CO2 increased,10067664
77046,End-tidal CO2 normal,10067666
77047,Engraft failure,10068081
77048,Failure to engraft neutrophils,10068081
77049,Failure to engraft platelets,10068081
77050,Enhanced visualisation of malignant tissue during surgery,10070507
77051,Enhanced visualization of malignant tissue during surgery,10070507
77052,Photodynamic diagnostic procedure,10070507
77053,Enteric tularaemia,10045146
77054,Enteric tularemia,10045146
77055,Francisella tularensis infection,10045146
77056,Generalised tularaemia,10045146
77057,Generalized tularemia,10045146
77058,Oculoglandular tularaemia,10045146
77059,Oculoglandular tularemia,10045146
77060,Other specified tularemia,10045146
77061,Pulmonary tularaemia,10045146
77062,Pulmonary tularemia,10045146
77063,Tularaemia,10045146
77064,Tularemia,10045146
77065,Ulceroglandular tularaemia,10045146
77066,Ulceroglandular tularemia,10045146
77067,Unspecified tularaemia,10045146
77068,Unspecified tularemia,10045146
77069,Enterobacter aerogenes test positive,10070023
77070,Enterobacter cloacae test positive,10070023
77071,Enterobacter hafnia test positive,10070023
77072,Enterobacter test positive,10070023
77073,Enterobacter agglomerans infection,10070020
77074,Pantoea agglomerans infection,10070020
77075,Enterobacter agglomerans test positive,10070019
77076,Pantoea agglomerans test positive,10070019
77077,Enterobacter bacteraemia,10058857
77078,Enterobacter bacteremia,10058857
77079,Enterobacter cloacae infection,10051910
77080,Enterobacter hafnia infection,10051910
77081,Enterobacter infection,10051910
77082,Enterobacter sepsis,10054219
77083,Enterobacter septicaemia,10054219
77084,Enterobacter septicemia,10054219
77085,Enteroclysis,10053067
77086,Enterococcal bacteraemia,10014885
77087,Enterococcal bacteremia,10014885
77088,Enterococcal infection,10061124
77089,Enterococcal infection NOS,10061124
77090,Enterococcus faecalis infection,10061124
77091,Enterococcus faecium infection,10061124
77092,Enterococcus fecalis infection,10061124
77093,Glycopeptide antibiotic resistant enterococcal infection,10061124
77094,Glycopeptide antibiotic resistant enterococci,10061124
77095,Vancomycin-resistant enterococcal infection,10061124
77096,Enterococcal sepsis,10054221
77097,Enterococcal septicaemia,10054221
77098,Enterococcal septicemia,10054221
77099,Enterococcus test,10080177
77100,Enterovirus serology test,10070396
77101,Enterovirus test,10070396
77102,Enterovirus serology test negative,10070397
77103,Enterovirus test negative,10070397
77104,Enterovirus serology test positive,10070386
77105,Enterovirus test positive,10070386
77106,Environmental exposure,10072082
77107,Enzyme activity abnormal,10072023
77108,Enzyme activity assay,10082222
77109,Enzyme activity decreased,10068838
77110,Enzyme activity increased,10072021
77111,Enzyme activity normal,10072022
77112,Enzyme level abnormal,10075119
77113,Enzyme level decreased,10072235
77114,Enzyme level increased,10072234
77115,Enzyme level test,10072233
77116,Enzyme-linked immunospot test positive,10072866
77117,Interferon gamma release assay gold plus test positive,10072866
77118,Interferon gamma release assay gold-in tube positive,10072866
77119,Interferon gamma release assay positive,10072866
77120,Eosinophil cationic protein,10060021
77121,Eosinophil cationic protein decreased,10060705
77122,Eosinophil cationic protein increased,10060704
77123,Eosinophil morphology,10061707
77124,Eosinophil morphology abnormal,10061843
77125,Eosinophil morphology NOS abnormal,10061843
77126,Eosinophil morphology normal,10061844
77127,Eosinophil morphology NOS normal,10061844
77128,Eosinophil percentage,10059464
77129,Eosinophil percentage abnormal,10058133
77130,Eosinophil percentage decreased,10052221
77131,Eosinophil percentage increased,10052222
77132,Eosinophils urine,10058391
77133,Eosinophils urine absent,10058392
77134,Eosinophils urine present,10058363
77135,Epidemic louse-borne typhus,10014979
77136,Epidemic typhus,10014979
77137,Exanthematic typhus,10014979
77138,Louse-borne (epidemic) typhus,10014979
77139,Rickettsia prowazekii infection,10014979
77140,Epidemic nephropathy,10075015
77141,Haemorrhagic fever with renal syndrome,10075015
77142,Haemorrhagic nephrosonephritis,10075015
77143,Hanta virus infection (korean,10075015
77144,Hantavirus nephropathy,10075015
77145,Hemorrhagic fever with renal syndrome,10075015
77146,Hemorrhagic nephrosonephritis,10075015
77147,Korean haemorrhagic fever,10075015
77148,Korean hemorrhagic fever,10075015
77149,Nephropathia epidemica,10075015
77150,Puumala virus nephropathy,10075015
77151,Epidermal growth factor receptor decreased,10077482
77152,Human epidermal growth factor receptor decreased,10077482
77153,Epidermal growth factor receptor increased,10077483
77154,Human epidermal growth factor receptor increased,10077483
77155,Epidurogram,10048844
77156,Epiduroscopy,10048844
77157,Epinephrine,10015060
77158,Epinephrine abnormal,10061845
77159,Epinephrine abnormal NOS,10061845
77160,Epinephrine decreased,10015062
77161,Epinephrine low,10015062
77162,Epinephrine high,10015064
77163,Epinephrine increased,10015064
77164,Epinephrine normal,10015066
77165,Episcleral venous pressure increased,10084392
77166,Epithelial cells urine,10049821
77167,Urinary sediment present,10049821
77168,Urine epithelial cells increased,10049821
77169,Epstein-Barr virus antibody,10053817
77170,Epstein-Barr virus IgM antibody,10053817
77171,Epstein-Barr virus antibody negative,10053818
77172,Epstein-Barr virus IgG antibody negative,10053818
77173,Epstein-Barr virus IgM antibody negative,10053818
77174,Epstein-Barr virus DNA test positive,10064545
77175,Epstein-Barr virus serology positive,10064545
77176,Epstein-Barr virus test positive,10064545
77177,Human herpes virus 4 test positive,10064545
77178,Epstein-Barr virus serology,10050681
77179,Epstein-Barr virus test,10050681
77180,Epstein-Barr virus serology negative,10067926
77181,Epstein-Barr virus test negative,10067926
77182,Ergot poisoning,10015124
77183,Ergotism,10015124
77184,"Erosion, pocket",10035771
77185,Pocket erosion,10035771
77186,Error in performing labeled medication monitoring,10081575
77187,Error in performing labelled medication monitoring,10081575
77188,Medication monitoring error,10081575
77189,Product monitoring error,10081575
77190,Erysipelothrix infection,10015148
77191,Erysipelothrix sepsis,10080432
77192,Erysipelothrix test positive,10070089
77193,Erythroblast count abnormal,10058508
77194,Erythroblast count decreased,10058505
77195,Erythroblast count increased,10058485
77196,Erythroblast count normal,10058507
77197,Erythroblast morphology,10062270
77198,Erythroblast morphology abnormal,10062268
77199,Erythrocyte agglutination present,10038147
77200,Red blood cell agglutination present,10038147
77201,Erythrocyte electrophoretic index increased,10085653
77202,Erythrocyte osmotic fragility test,10062724
77203,Sucrose haemolysis test,10062724
77204,Sucrose hemolysis test,10062724
77205,Erythrocyte scan,10051727
77206,Erythrocyte scintigraphy,10051727
77207,RBC scan,10051727
77208,Red blood cell scan,10051727
77209,Erythrocyte sedimentation rate,10049184
77210,ESR,10049184
77211,Red blood cell sedimentation rate,10049184
77212,Erythrocyte sedimentation rate abnormal,10049186
77213,Erythrocyte sedimentation rate abnormal NOS,10049186
77214,ESR abnormal,10049186
77215,Red blood cell sedimentation rate abnormal,10049186
77216,Erythrocyte sedimentation rate decreased,10049188
77217,Erythrocyte sedimentation rate low,10049188
77218,Erythrocytes sedimentation rate decreased,10049188
77219,ESR decreased,10049188
77220,ESR low,10049188
77221,ESR retarded,10049188
77222,Red blood cell sedimentation rate decreased,10049188
77223,Sedimendation rate erythrocytes decreased,10049188
77224,Sedimentation rate decreased,10049188
77225,Erythrocyte sedimentation rate normal,10049408
77226,ESR normal,10049408
77227,Normal erythrocyte sedimentation rate,10049408
77228,Red blood cell sedimentation rate normal,10049408
77229,Erythrocytes increased,10038155
77230,RBC count increased,10038155
77231,Red blood cell count high,10038155
77232,Red blood cell count increased,10038155
77233,Erythroid series abnormal,10049472
77234,Escherichia bacteraemia,10054258
77235,Escherichia bacteremia,10054258
77236,Escherichia coli bacteraemia,10054258
77237,Escherichia coli bacteremia,10054258
77238,Escherichia coli (E. coli) infection in conditions classified elsewhere and of unspecified site,10061126
77239,Escherichia coli infection,10061126
77240,Escherichia infection,10061126
77241,Escherichia infection NOS,10061126
77242,Escherichia sepsis,10015296
77243,Septicaemia due to Escherichia coli (E. coli,10015296
77244,Septicaemia escherichia,10015296
77245,Septicemia due to Escherichia coli (E. coli,10015296
77246,Septicemia escherichia,10015296
77247,Esophageal manometry,10050703
77248,Oesophageal manometry,10050703
77249,Esophageal motility test,10053061
77250,Oesophageal motility test,10053061
77251,Esophageal pH,10063566
77252,Esophageal pH telemetry,10063566
77253,Oesophageal pH,10063566
77254,Oesophageal pH telemetry,10063566
77255,Esophageal pH decreased,10064173
77256,Oesophageal pH decreased,10064173
77257,Esophageal pH increased,10064172
77258,Oesophageal pH increased,10064172
77259,Esophagogastroduodenoscopy,10053057
77260,Gastroduodenoscopy,10053057
77261,Oesophagogastroduodenoscopy,10053057
77262,Esophagogastroduodenoscopy abnormal,10072163
77263,Oesophagogastroduodenoscopy abnormal,10072163
77264,Esophagogastroduodenoscopy normal,10072164
77265,Oesophagogastroduodenoscopy normal,10072164
77266,Esophagogastroscopy,10053058
77267,Oesophagogastroscopy,10053058
77268,Esophagogastroscopy abnormal,10072166
77269,Oesophagogastroscopy abnormal,10072166
77270,Esophagogastroscopy normal,10072165
77271,Oesophagogastroscopy normal,10072165
77272,Esophagoscopy,10030222
77273,Oesophagoscopy,10030222
77274,Esophagoscopy abnormal,10030223
77275,Oesophagoscopy abnormal,10030223
77276,Esophagoscopy normal,10030224
77277,Oesophagoscopy normal,10030224
77278,Esophagram,10053059
77279,Oesophagram,10053059
77280,ESR1 positive,10054054
77281,Estrogen receptor assay positive,10054054
77282,Oestrogen receptor assay positive,10054054
77283,Estimated GFR,10018355
77284,Estimated glomerular filtration rate,10018355
77285,GFR,10018355
77286,Glomerular filtration rate,10018355
77287,Estimated glomerular filtration rate abnormal,10018356
77288,Glomerular filtration rate abnormal,10018356
77289,Glomerular filtration rate abnormal NOS,10018356
77290,Estimated glomerular filtration rate decreased,10018358
77291,GFR decreased,10018358
77292,Glomerular filtration rate decreased,10018358
77293,Glomerular filtration rate low,10018358
77294,Estimated glomerular filtration rate increased,10018359
77295,GFR raised,10018359
77296,Glomerular filtration rate increased,10018359
77297,Estimated glomerular filtration rate normal,10018361
77298,GFR normal,10018361
77299,Glomerular filtration rate normal,10018361
77300,Estriol,10030234
77301,Estriol urine,10030234
77302,Oestriol,10030234
77303,Oestriol urine,10030234
77304,Estriol abnormal NOS,10061883
77305,Estriol urine abnormal NOS,10061883
77306,Oestriol abnormal,10061883
77307,Oestriol abnormal NOS,10061883
77308,Oestriol urine abnormal,10061883
77309,Oestriol urine abnormal NOS,10061883
77310,Estriol decreased,10030236
77311,Estriol low,10030236
77312,Estriol urine decreased,10030236
77313,Estriol urine low,10030236
77314,Free estriol decreased,10030236
77315,Free oestriol decreased,10030236
77316,Oestriol decreased,10030236
77317,Oestriol low,10030236
77318,Oestriol urine decreased,10030236
77319,Oestriol urine low,10030236
77320,Estriol high,10030237
77321,Estriol increased,10030237
77322,Estriol urine high,10030237
77323,Estriol urine increased,10030237
77324,Free estriol increased,10030237
77325,Free oestriol increased,10030237
77326,Oestriol high,10030237
77327,Oestriol increased,10030237
77328,Oestriol urine high,10030237
77329,Oestriol urine increased,10030237
77330,Estriol normal,10030238
77331,Estriol urine normal,10030238
77332,Oestriol normal,10030238
77333,Oestriol urine normal,10030238
77334,Estrogen receptor assay,10054053
77335,Oestrogen receptor assay,10054053
77336,Estrogen receptor assay negative,10054055
77337,Oestrogen receptor assay negative,10054055
77338,Estrogens total urine,10030253
77339,Oestrogens total urine,10030253
77340,Estrogens total urine abnormal NOS,10061885
77341,Oestrogens total urine abnormal,10061885
77342,Oestrogens total urine abnormal NOS,10061885
77343,Estrogens total urine decreased,10030255
77344,Estrogens total urine low,10030255
77345,Oestrogens total urine decreased,10030255
77346,Oestrogens total urine low,10030255
77347,Estrogens total urine high,10030257
77348,Estrogens total urine increased,10030257
77349,Oestrogens total urine high,10030257
77350,Oestrogens total urine increased,10030257
77351,Estrogens total urine normal,10030259
77352,Oestrogens total urine normal,10030259
77353,Ethanol gelation test,10062652
77354,Ethanol gelation test negative,10062651
77355,Ethanol gelation test positive,10062650
77356,Eubacterium infection,10069169
77357,Evaluation for heart transplantation,10057925
77358,Transplant evaluation,10057925
77359,Evoked potentials visual,10047547
77360,Visual evoked potentials,10047547
77361,Evoked potentials visual abnormal,10047549
77362,Nonspecific abnormal visually evoked potential,10047549
77363,VEP's abnormal,10047549
77364,Visual evoked potentials abnorm,10047549
77365,Visual evoked potentials abnormal,10047549
77366,Evoked potentials visual normal,10047550
77367,VEP's normal,10047550
77368,Visual evoked potentials normal,10047550
77369,Exanthema subitum,10015586
77370,Roseola infantum,10015586
77371,Sixth disease,10015586
77372,Exercise ECG abnormal,10015645
77373,Exercise EKG abnormal,10015645
77374,Exercise electrocardiogram abnormal,10015645
77375,Exercise ECG normal,10015646
77376,Exercise EKG normal,10015646
77377,Exercise electrocardiogram normal,10015646
77378,Exercise test,10015652
77379,Exercise test abnormal,10015653
77380,Exercise test normal,10015654
77381,Exercise test with imaging,10054082
77382,Myocardial perfusion scan,10054082
77383,Myocardial perfusion stress test,10054082
77384,Myocardial scintigraphy,10054082
77385,Scan myocardial perfusion,10054082
77386,Scan NOS myocardial perfusion,10054082
77387,Technetium myocardial imaging,10054082
77388,Thallium myocardial perfusion imaging,10054082
77389,Thallium scan,10054082
77390,Thallium stress test,10054082
77391,Exocrine pancreatic function test,10062516
77392,Pancreatic exocrine secretion test,10062516
77393,Exocrine pancreatic function test abnormal,10062517
77394,Pancreatic exocrine secretion test abnormal,10062517
77395,Exocrine pancreatic function test normal,10062518
77396,Pancreatic exocrine secretion test normal,10062518
77397,Expanded disability status scale,10071383
77398,Expanded disability status scale score decreased,10071385
77399,Expanded disability status scale score increased,10071384
77400,Expiratory reserve volume,10015696
77401,Expiratory reserve volume abnormal,10015697
77402,Expiratory reserve volume decreased,10015698
77403,Expiratory reserve volume low,10015698
77404,Expiratory reserve volume high,10015700
77405,Expiratory reserve volume increased,10015700
77406,Expiratory reserve volume normal,10015702
77407,Expired device used,10073594
77408,Expired drug administered,10074902
77409,Expired drug used,10074902
77410,Expired medical agent used,10074902
77411,Expired product administered,10074902
77412,Expired vaccine used,10074902
77413,Exposure to allergen,10051841
77414,Exposure to bleach,10081060
77415,Exposure to cleansers,10081060
77416,Exposure to household chemicals,10081060
77417,Exposure to body fluid,10072064
77418,Exposure to cold temperature,10063601
77419,Exposure to extreme temperature,10063601
77420,Exposure to extreme temperature (non-occupational,10063601
77421,Exposure to heat,10063601
77422,Non-occupational exposure to extreme temperature,10063601
77423,Exposure to communicable disease,10049711
77424,Exposure to rabies,10049711
77425,Exposure to sexually transmitted disease,10049711
77426,Hepatitis A exposure,10049711
77427,Hepatitis B exposure,10049711
77428,Hepatitis C exposure,10049711
77429,Herpes zoster exposure,10049711
77430,Human immunodeficiency virus exposure,10049711
77431,Human papilloma virus exposure,10049711
77432,Rubella exposure,10049711
77433,Rubeola exposure,10049711
77434,TB exposure,10049711
77435,Tuberculosis exposure,10049711
77436,Varicella exposure,10049711
77437,Exposure to contaminated air,10063600
77438,Exposure to contaminated air (non-occupational,10063600
77439,Non-occupational exposure to contaminated air,10063600
77440,Exposure to contaminated device,10068515
77441,Exposure to device contaminated with body fluid,10068515
77442,Exposure to contaminated water,10073309
77443,Exposure to fungus,10083061
77444,Exposure to mold,10083061
77445,Exposure to mould,10083061
77446,Exposure to lead,10072063
77447,Exposure to noise,10063602
77448,Exposure to noise (non-occupational,10063602
77449,Non-occupational exposure to noise,10063602
77450,Exposure to polluted soil,10063603
77451,Exposure to polluted soil (non-occupational,10063603
77452,Non-occupational exposure to polluted soil,10063603
77453,Exposure to radiation,10073306
77454,Long-term cumulative radiation exposure,10073306
77455,Non-occupational radiation exposure,10073306
77456,Radiation exposure,10073306
77457,Radiation exposure (non-occupational,10073306
77458,Exposure to tobacco,10082288
77459,Exposure to unspecified agent,10073305
77460,Exposure to vaccinated person,10069603
77461,Exposure to violent event,10072083
77462,Exposure via blood,10071410
77463,Exposure via body fluid,10073300
77464,Exposure via semen,10073300
77465,Exposure via vaginal fluid,10073300
77466,Transmission of drug via semen,10073300
77467,Exposure via direct contact,10071411
77468,Exposure via eye contact,10073336
77469,Exposure via grandfather,10083340
77470,Exposure via grandmother,10083341
77471,Exposure via ingestion,10073302
77472,Suspected exposure via ingestion,10073302
77473,Exposure via inhalation,10073303
77474,Exposure via mucosa,10081501
77475,Exposure via oral mucosa,10081501
77476,Exposure via partner,10071412
77477,Exposure via skin contact,10071430
77478,Exposure via transplant,10079736
77479,Exposure via unknown route,10078762
77480,Expulsion of implanted drug,10074905
77481,Expulsion of medication,10074905
77482,Exserohilum infection,10073244
77483,Exserohilum rostratum infection,10073244
77484,Exserohilum test,10073248
77485,Exserohilum test negative,10073249
77486,Exserohilum test positive,10073243
77487,Extra dose administered,10064366
77488,Extraintestinal yersiniosis,10061416
77489,Yersinia enterocolitica infection,10061416
77490,Yersinia infection,10061416
77491,Yersinia infection NOS,10061416
77492,Yersinia pseudotuberculosis infection,10061416
77493,Extrapulmonary pneumocystosis,10073756
77494,Pneumocystis carinii infection,10073756
77495,Pneumocystis jiroveci infection,10073756
77496,Pneumocystis jirovecii infection,10073756
77497,Pneumocystosis recurrent,10073756
77498,Extrapulmonary tuberculosis,10064445
77499,Tuberculosis extrapulmonary recurrent,10064445
77500,Tuberculosis of other organs,10064445
77501,Tuberculosis of other specified organs,10064445
77502,"Tuberculosis of other specified organs, bact or hist exam unknown",10064445
77503,"Tuberculosis of other specified organs, bacteriological or histological examination not done",10064445
77504,"Tuberculosis of other specified organs, confirmed by animal inoculation",10064445
77505,"Tuberculosis of other specified organs, confirmed by bacterial culture",10064445
77506,"Tuberculosis of other specified organs, confirmed histologically",10064445
77507,"Tuberculosis of other specified organs, tubercle bacilli found (in sputum) by microscopy",10064445
77508,"Tuberculosis of other specified organs, unspecified examination",10064445
77509,Eye accommodation exam,10050320
77510,Eye exam,10050320
77511,Eye exam NOS,10050320
77512,Eye examination under anaesthetic,10050320
77513,Eye examination under anesthetic,10050320
77514,Ophthalmological examination,10050320
77515,Eye exam abnormal,10056836
77516,Ophthalmological examination abnormal,10056836
77517,Eye exam normal,10056835
77518,Ophthalmological examination normal,10056835
77519,Eye pH abnormal,10081699
77520,Eye pH decreased,10081700
77521,Eye pH increased,10081701
77522,Eye pH normal,10081698
77523,Eye pH test,10081702
77524,Face and mouth X-ray,10016018
77525,Face X-ray,10016018
77526,X-ray NOS face and mouth,10016018
77527,X-ray of larynx,10016018
77528,X-ray of mandible,10016018
77529,X-ray of maxilla,10016018
77530,X-ray of nasal sinuses,10016018
77531,X-ray of nasolacrimal duct,10016018
77532,X-ray of nasopharynx,10016018
77533,X-ray of nose,10016018
77534,X-ray of orbit,10016018
77535,X-ray of salivary gland,10016018
77536,X-ray of supraorbital area,10016018
77537,X-ray of symphysis menti,10016018
77538,X-ray of zygomaticomaxillary complex,10016018
77539,Face and mouth X-ray abnormal,10016019
77540,Face X-ray abnormal,10016019
77541,X-ray NOS face and mouth abnormal,10016019
77542,X-ray of larynx abnormal,10016019
77543,X-ray of mandible abnormal,10016019
77544,X-ray of maxilla abnormal,10016019
77545,X-ray of nasal sinuses abnormal,10016019
77546,X-ray of nasolacrimal duct abnormal,10016019
77547,X-ray of nasopharynx abnormal,10016019
77548,X-ray of nose abnormal,10016019
77549,X-ray of orbit abnormal,10016019
77550,X-ray of salivary gland abnormal,10016019
77551,X-ray of supraorbital area abnormal,10016019
77552,X-ray of symphysis menti abnormal,10016019
77553,X-ray of zygomaticomaxillary complex abnormal,10016019
77554,Face and mouth X-ray normal,10016020
77555,Face X-ray normal,10016020
77556,X-ray NOS face and mouth normal,10016020
77557,X-ray of larynx normal,10016020
77558,X-ray of mandible normal,10016020
77559,X-ray of maxilla normal,10016020
77560,X-ray of nasal sinuses normal,10016020
77561,X-ray of nasolacrimal duct normal,10016020
77562,X-ray of nasopharynx normal,10016020
77563,X-ray of nose normal,10016020
77564,X-ray of orbit normal,10016020
77565,X-ray of salivary gland normal,10016020
77566,X-ray of supraorbital area normal,10016020
77567,X-ray of symphysis menti normal,10016020
77568,X-ray of zygomaticomaxillary complex normal,10016020
77569,Factor rheumatoid,10039079
77570,RA latex test,10039079
77571,Rheumatoid factor,10039079
77572,Waaler-Rose test,10039079
77573,Factor Xa activity abnormal,10078667
77574,Factor Xa activity decreased,10078676
77575,Factor Xa activity increased,10078677
77576,Factor Xa activity normal,10078678
77577,Factor Xa activity test,10077679
77578,Faecal calprotectin,10069670
77579,Fecal calprotectin,10069670
77580,Faecal calprotectin abnormal,10072481
77581,Fecal calprotectin abnormal,10072481
77582,Faecal calprotectin decreased,10072483
77583,Fecal calprotectin decreased,10072483
77584,Faecal calprotectin increased,10072482
77585,Fecal calprotectin increased,10072482
77586,Faecal calprotectin normal,10072480
77587,Fecal calprotectin normal,10072480
77588,Faecal elastase concentration abnormal,10071655
77589,Fecal elastase concentration abnormal,10071655
77590,Faecal elastase concentration decreased,10071656
77591,Fecal elastase concentration decreased,10071656
77592,Faecal elastase concentration normal,10071654
77593,Fecal elastase concentration normal,10071654
77594,Faecal elastase test,10082867
77595,Fecal elastase test,10082867
77596,Faecal fat increased,10016086
77597,Fecal fat increased,10016086
77598,Faecal fat test,10086061
77599,Fecal fat test,10086061
77600,Faecal immunochemical test positive,10061880
77601,Faecal occult blood positive,10061880
77602,Fecal immunochemical test positive,10061880
77603,Fecal occult blood positive,10061880
77604,FOB positive,10061880
77605,Occult bleeding test positive,10061880
77606,Occult blood NOS positive,10061880
77607,Occult blood positive,10061880
77608,Stool Guaiac test positive,10061880
77609,Faecal occult blood,10061878
77610,Fecal occult blood,10061878
77611,Haemoccult,10061878
77612,Hemoccult,10061878
77613,Occult blood,10061878
77614,Occult blood NOS,10061878
77615,Stool Guaiac test,10061878
77616,Faecal occult blood negative,10061879
77617,Fecal occult blood negative,10061879
77618,FOB negative,10061879
77619,Occult blood negative,10061879
77620,Occult blood NOS negative,10061879
77621,Stool Guaiac test negative,10061879
77622,Faecal PCR,10050967
77623,Fecal PCR,10050967
77624,PCR,10050967
77625,Polymerase chain reaction,10050967
77626,Faecal volume,10080596
77627,Fecal volume,10080596
77628,Faecal volume increased,10049939
77629,Fecal volume increased,10049939
77630,Increased stool volume,10049939
77631,Faecal-oral transmission of infection,10016096
77632,Fecal-oral transmission of infection,10016096
77633,Failed in vitro fertilisation,10077207
77634,Failed in vitro fertilization,10077207
77635,Total fertilisation failure,10077207
77636,Total fertilization failure,10077207
77637,Failure to suspend medication,10080933
77638,Fall,10016173
77639,Fall from high place,10016173
77640,Falling,10016173
77641,Falling down,10016173
77642,Loss of posture,10016173
77643,False negative investigation result,10070747
77644,False negative laboratory result,10070747
77645,False negative pregnancy test,10063476
77646,False positive HIV test,10020186
77647,HIV test false positive,10020186
77648,False positive pregnancy,10036573
77649,False positive pregnancy test,10036573
77650,Pregnancy test false positive,10036573
77651,False positive radioisotope investigation result,10082621
77652,False positive serological test for syphilis,10070402
77653,False positive syphilis test,10070402
77654,MHA-TP false positive,10070402
77655,Syphilis test false positive,10070402
77656,Treponema test false positive,10070402
77657,VDRL false positive,10070402
77658,False positive tuberculosis test,10063050
77659,Fat overload syndrome,10074028
77660,FDPs,10016585
77661,Fibrin degradation products,10016585
77662,Fibrin split products,10016585
77663,FSPs,10016585
77664,Female genital organs X-ray,10016389
77665,X-ray NOS female genital organs,10016389
77666,X-ray of fallopian tubes ＆ uterus,10016389
77667,X-ray of gravid uterus,10016389
77668,Female genital organs X-ray abnormal,10016390
77669,X-ray NOS female genital organs abnormal,10016390
77670,X-ray of fallopian tubes ＆ uterus abnormal,10016390
77671,X-ray of gravid uterus abnormal,10016390
77672,Female genital organs X-ray normal,10016391
77673,X-ray NOS female genital organs normal,10016391
77674,X-ray of fallopian tubes ＆ uterus normal,10016391
77675,X-ray of gravid uterus normal,10016391
77676,Female hormone profile,10072841
